status,spectrum_id,region,target,sheet_name,scan_name,point_name,label_column,raw_label,major_category,paper_table1_superclass,paper_table1_superclass_candidates,label_status,training_label_usable,spectrum_file,ss_raman_file
exported,SHERLOC_REGION_0010,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_10,minerall_type2,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_10_label2_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0011,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_11,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_11_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0012,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_11,minerall_type2,perchlorate/phospate,Perchlorate/Phosphate,,Perchlorate; Phosphate,ambiguous_sherloc_label_spelled_phospate_not_directly_usable_for_closed_set_training,False,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_11_label2_Perchlorate_Phosphate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0013,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_12,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_12_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0014,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_13,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_13_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0015,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_14,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_14_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0016,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_15,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_15_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0017,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_16,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_16_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0018,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_16,minerall_type2,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_16_label2_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0019,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_17,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_17_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0020,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_18,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_18_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0021,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_18,minerall_type2,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_18_label2_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0022,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_19,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_19_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0023,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_19,minerall_type2,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_19_label2_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0024,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_20,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_20_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0025,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_21,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_21_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0026,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_21,minerall_type2,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_21_label2_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0027,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_22,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_22_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0028,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_23,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_23_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0029,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_24,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_24_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0030,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_25,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_25_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0031,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_26,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_26_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0032,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_27,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_27_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0033,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_28,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_28_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0034,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_29,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_29_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0035,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_30,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_30_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0036,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_31,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_31_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0037,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_32,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_32_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0038,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_33,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_33_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0039,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_34,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_34_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0040,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_35,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_35_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0041,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_36,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_36_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0042,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_37,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_37_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0043,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_37,minerall_type2,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_37_label2_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0044,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_40,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_40_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0045,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_42,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_42_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0046,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_43,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_43_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0047,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_43,minerall_type2,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_43_label2_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0048,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_44,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_44_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0049,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_45,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_45_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0050,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_46,minerall_type1,sulfate,Sulfate,Sulfate,Sulfate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_46_label1_Sulfate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0051,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_47,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_47_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0052,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_48,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_48_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0053,dourbes,Dourbes,detail_500_1.1,0269_Dourbes Detail_500_1,Point_49,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_49_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv
exported,SHERLOC_REGION_0054,dourbes,Dourbes,detail_500_1.2,0269_Dourbes Detail_500_1,Point_2,minerall_type1,carbonate,Carbonate,Carbonate,Carbonate,supported_table1_closed_set,True,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.2_Point_2_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690850340_585rrs__0080000srlc11370w208cgnj04_R1_AllPoints_Raman.csv
