file_name,group_label,subtype_label,Mg#,Fe#,Ca#,Na#,K#,wave,formula,major_category,file_name_clean,file_path,match_method,file_exists,spectrum_id,parsed_file_name,mineral_species,source_id,source_type,spectrum_type,excitation_nm,instrument,data_level,orientation,sample_provenance,measurement_conditions,label_basis,reference,source_note,spectral_min_cm-1,spectral_max_cm-1,n_original_points,spectral_range_cm-1,file_sha256,parent_group,preprocessing_planned,augmentation_used,qc_status,qc_reason,recommended_action,split_main,split_zero_shot_protocol,rruff_header_file,rruff_official_name,rruff_official_id,rruff_ideal_chemistry,rruff_locality,rruff_owner,rruff_source,rruff_description,rruff_status,rruff_url,rruff_measured_chemistry,rruff_header_parse_status,rruff_metadata_match,rruff_metadata_match_basis
Enstatite__R060630__Raman__780__0__unoriented__Raman_Data_RAW__39463,Pyroxene,Enstatite,92.7,7.3,0.0,0.0,0.0,780,,Pyroxene,Enstatite__R060630__Raman__780__0__unoriented__Raman_Data_RAW__39463,data/spectra/parent/Enstatite__R060630__Raman__780__0__unoriented__Raman_Data_RAW__39463.csv,name_match,True,PARENT_0068,Enstatite__R060630__Raman__780__0__unoriented__Raman_Data_RAW__39463.csv,Enstatite,R060630,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,472f5392f0bca15d42185a50ace6baefb9e35b12a778f9c778ebe2412ca3be6d,RRUFF database__R060630,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,test,earth_train_pool,source_rruff_header/Enstatite__R060630__Raman__780__0__unoriented__Raman_Data_RAW__39463.txt,Enstatite,R060630,MgSiO3,unknown,RRUFF,Gemological Institute of America,Tan colored fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060630,(Mg0.89Fe0.07Al0.04)Σ=1(Si0.96Al0.04)Σ=1O3,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R060744__Raman__532__0__unoriented__Raman_Data_RAW__12668,Pyroxene,Enstatite,85.8,14.1,0.0,0.0,0.0,532,,Pyroxene,Enstatite__R060744__Raman__532__0__unoriented__Raman_Data_RAW__12668,data/spectra/parent/Enstatite__R060744__Raman__532__0__unoriented__Raman_Data_RAW__12668.csv,name_match,True,PARENT_0069,Enstatite__R060744__Raman__532__0__unoriented__Raman_Data_RAW__12668.csv,Enstatite,R060744,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,7ee086072fb01ed69b4b40f35be9f22b052cfca432566488001cba3488945867,RRUFF database__R060744,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R060744__Raman__532__0__unoriented__Raman_Data_RAW__12668.txt,Enstatite,R060744,MgSiO3,"Orissa, India",RRUFF,Herb Obodda,Brown transparent fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060744,(Mg0.85Fe^2+^0.13Fe^3+^0.01Mn0.01)Σ=1(Si0.99Al0.01)Σ=1O3; trace amounts of Ca; Fe^2+^ and Fe^3+^ splitted by charge balance,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R060744__Raman__785__0__unoriented__Raman_Data_RAW__14574,Pyroxene,Enstatite,85.8,14.1,0.0,0.0,0.0,785,,Pyroxene,Enstatite__R060744__Raman__785__0__unoriented__Raman_Data_RAW__14574,data/spectra/parent/Enstatite__R060744__Raman__785__0__unoriented__Raman_Data_RAW__14574.csv,name_match,True,PARENT_0070,Enstatite__R060744__Raman__785__0__unoriented__Raman_Data_RAW__14574.csv,Enstatite,R060744,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,5f84c84a8b56496a622f1f5dca9008742569561b890c064ffaa72b4e6dcb741e,RRUFF database__R060744,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R060744__Raman__785__0__unoriented__Raman_Data_RAW__14574.txt,Enstatite,R060744,MgSiO3,"Orissa, India",RRUFF,Herb Obodda,Brown transparent fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060744,(Mg0.85Fe^2+^0.13Fe^3+^0.01Mn0.01)Σ=1(Si0.99Al0.01)Σ=1O3; trace amounts of Ca; Fe^2+^ and Fe^3+^ splitted by charge balance,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R070097__Raman__785__0__unoriented__Raman_Data_RAW__17011,Pyroxene,Enstatite,93.0,7.0,0.0,0.0,0.0,785,,Pyroxene,Enstatite__R070097__Raman__785__0__unoriented__Raman_Data_RAW__17011,data/spectra/parent/Enstatite__R070097__Raman__785__0__unoriented__Raman_Data_RAW__17011.csv,name_match,True,PARENT_0071,Enstatite__R070097__Raman__785__0__unoriented__Raman_Data_RAW__17011.csv,Enstatite,R070097,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,de43700f701688d89b1171bd34322955833eca47ac55ccb180950de23a525e35,RRUFF database__R070097,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R070097__Raman__785__0__unoriented__Raman_Data_RAW__17011.txt,Enstatite,R070097,MgSiO3,"Concord, Pennsylvania, USA",RRUFF,Michael Scott,Pale brown bladed crystals frozen in matrix,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070097,(Mg0.93Fe0.07)Σ=1Si1.00O3,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R070097__Raman__532__0__unoriented__Raman_Data_RAW__17013,Pyroxene,Enstatite,93.0,7.0,0.0,0.0,0.0,532,,Pyroxene,Enstatite__R070097__Raman__532__0__unoriented__Raman_Data_RAW__17013,data/spectra/parent/Enstatite__R070097__Raman__532__0__unoriented__Raman_Data_RAW__17013.csv,name_match,True,PARENT_0072,Enstatite__R070097__Raman__532__0__unoriented__Raman_Data_RAW__17013.csv,Enstatite,R070097,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,77e750378fbc8d7778a2febc939798658ebfe82240a7f377a2ab194e6339dd9b,RRUFF database__R070097,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R070097__Raman__532__0__unoriented__Raman_Data_RAW__17013.txt,Enstatite,R070097,MgSiO3,"Concord, Pennsylvania, USA",RRUFF,Michael Scott,Pale brown bladed crystals frozen in matrix,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070097,(Mg0.93Fe0.07)Σ=1Si1.00O3,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R070418__Raman__785__0__unoriented__Raman_Data_RAW__21598,Pyroxene,Enstatite,86.0,14.0,0.0,0.0,0.0,785,,Pyroxene,Enstatite__R070418__Raman__785__0__unoriented__Raman_Data_RAW__21598,data/spectra/parent/Enstatite__R070418__Raman__785__0__unoriented__Raman_Data_RAW__21598.csv,name_match,True,PARENT_0073,Enstatite__R070418__Raman__785__0__unoriented__Raman_Data_RAW__21598.csv,Enstatite,R070418,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,7631bdbe07862fbec826531a738fd6d3cea050599df6b869d9600499daa5a12e,RRUFF database__R070418,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Enstatite__R070418__Raman__785__0__unoriented__Raman_Data_RAW__21598.txt,Enstatite,R070418,MgSiO3,India,RRUFF,Michael Scott,Brown translucent fragments,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070418,"(Mg0.86Fe0.14)Σ=1Si1.00O3; trace amounts of Al, Ca, Mn",ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R070418__Raman__532__0__unoriented__Raman_Data_RAW__21600,Pyroxene,Enstatite,86.0,14.0,0.0,0.0,0.0,532,,Pyroxene,Enstatite__R070418__Raman__532__0__unoriented__Raman_Data_RAW__21600,data/spectra/parent/Enstatite__R070418__Raman__532__0__unoriented__Raman_Data_RAW__21600.csv,name_match,True,PARENT_0074,Enstatite__R070418__Raman__532__0__unoriented__Raman_Data_RAW__21600.csv,Enstatite,R070418,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,cdc4593d77afe330702ab5f0effbc2217b1b7abccd6a4004540f8e480b22f458,RRUFF database__R070418,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Enstatite__R070418__Raman__532__0__unoriented__Raman_Data_RAW__21600.txt,Enstatite,R070418,MgSiO3,India,RRUFF,Michael Scott,Brown translucent fragments,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070418,"(Mg0.86Fe0.14)Σ=1Si1.00O3; trace amounts of Al, Ca, Mn",ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R070550__Raman__532__0__unoriented__Raman_Data_RAW__22712,Pyroxene,Enstatite,90.0,10.0,0.0,0.0,0.0,532,,Pyroxene,Enstatite__R070550__Raman__532__0__unoriented__Raman_Data_RAW__22712,data/spectra/parent/Enstatite__R070550__Raman__532__0__unoriented__Raman_Data_RAW__22712.csv,name_match,True,PARENT_0075,Enstatite__R070550__Raman__532__0__unoriented__Raman_Data_RAW__22712.csv,Enstatite,R070550,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,0157aab74093c8ae0590212d7784790ea5d432a2c7b4abee7bb3f658fe336000,RRUFF database__R070550,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R070550__Raman__532__0__unoriented__Raman_Data_RAW__22712.txt,Enstatite,R070550,MgSiO3,Tanzania,RRUFF,www.multicolour.com,"Brown, translucent, vitreous crystal fragment",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070550,(Mg0.90Fe0.10)Σ=1Si1.00O3,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R070550__Raman__785__0__unoriented__Raman_Data_RAW__22714,Pyroxene,Enstatite,90.0,10.0,0.0,0.0,0.0,785,,Pyroxene,Enstatite__R070550__Raman__785__0__unoriented__Raman_Data_RAW__22714,data/spectra/parent/Enstatite__R070550__Raman__785__0__unoriented__Raman_Data_RAW__22714.csv,name_match,True,PARENT_0076,Enstatite__R070550__Raman__785__0__unoriented__Raman_Data_RAW__22714.csv,Enstatite,R070550,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,745c6737b64485e46d93489dadd8145927e60343bdc02f0673a98140da62fe22,RRUFF database__R070550,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R070550__Raman__785__0__unoriented__Raman_Data_RAW__22714.txt,Enstatite,R070550,MgSiO3,Tanzania,RRUFF,www.multicolour.com,"Brown, translucent, vitreous crystal fragment",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070550,(Mg0.90Fe0.10)Σ=1Si1.00O3,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255,Pyroxene,Enstatite,,,,,,532,,Pyroxene,Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255,data/spectra/parent/Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255.csv,name_match,True,PARENT_0077,Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255.csv,Enstatite,R070641,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,fb555cffa710bad989e0a9944973115849a9068f61eb51b3dcb77d470325f6e0,RRUFF database__R070641,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255.txt,Enstatite,R070641,MgSiO3,Sri Lanka,RRUFF,Jibamitra Ganguly,Translucent colorless crystalline fragment,The identification of this mineral has been confirmed by X-ray diffraction.,https://rruff.info/R070641,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255,Pyroxene,Enstatite,,,,,,532,,Pyroxene,Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255,data/spectra/parent/Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255.csv,name_match,True,PARENT_0078,Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255.csv,Enstatite,R070641,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,fb555cffa710bad989e0a9944973115849a9068f61eb51b3dcb77d470325f6e0,RRUFF database__R070641,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R070641__Raman__532__0__unoriented__Raman_Data_RAW__24255.txt,Enstatite,R070641,MgSiO3,Sri Lanka,RRUFF,Jibamitra Ganguly,Translucent colorless crystalline fragment,The identification of this mineral has been confirmed by X-ray diffraction.,https://rruff.info/R070641,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R100093__Raman__532__0__unoriented__Raman_Data_RAW__34337,Pyroxene,Enstatite,,,,,,532,,Pyroxene,Enstatite__R100093__Raman__532__0__unoriented__Raman_Data_RAW__34337,data/spectra/parent/Enstatite__R100093__Raman__532__0__unoriented__Raman_Data_RAW__34337.csv,name_match,True,PARENT_0079,Enstatite__R100093__Raman__532__0__unoriented__Raman_Data_RAW__34337.csv,Enstatite,R100093,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,3614aa05ea86cd3ca24c451c5dae7bc774f1b5712e5bd83092cb0fe1690559be,RRUFF database__R100093,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R100093__Raman__532__0__unoriented__Raman_Data_RAW__34337.txt,Enstatite,R100093,MgSiO3,"Hunan Province, China",RRUFF,William W. Pinch,Massive green polished slab,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,https://rruff.info/R100093,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R100093__Raman__780__0__unoriented__Raman_Data_RAW__34339,Pyroxene,Enstatite,,,,,,780,,Pyroxene,Enstatite__R100093__Raman__780__0__unoriented__Raman_Data_RAW__34339,data/spectra/parent/Enstatite__R100093__Raman__780__0__unoriented__Raman_Data_RAW__34339.csv,name_match,True,PARENT_0080,Enstatite__R100093__Raman__780__0__unoriented__Raman_Data_RAW__34339.csv,Enstatite,R100093,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,4a982a0168b75a5f4d66f2b2838491855575961995bf03a3f7f92ee051e5ceaa,RRUFF database__R100093,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R100093__Raman__780__0__unoriented__Raman_Data_RAW__34339.txt,Enstatite,R100093,MgSiO3,"Hunan Province, China",RRUFF,William W. Pinch,Massive green polished slab,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,https://rruff.info/R100093,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242,Pyroxene,Enstatite,,,,,,532,,Pyroxene,Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242,data/spectra/parent/Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242.csv,name_match,True,PARENT_0081,Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242.csv,Enstatite,R120168,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,303e0a80ea0f99ebd4838dac48988451fc177bb60341a6027f9dd177c3ca4444,RRUFF database__R120168,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242.txt,Enstatite,R120168,MgSiO3,"Merensky Reef, Rustenburg, Brushveld District, South Africa",RRUFF,Rock Currier,"Dark green, massive",The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,https://rruff.info/R120168,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242,Pyroxene,Enstatite,,,,,,532,,Pyroxene,Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242,data/spectra/parent/Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242.csv,name_match,True,PARENT_0082,Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242.csv,Enstatite,R120168,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,303e0a80ea0f99ebd4838dac48988451fc177bb60341a6027f9dd177c3ca4444,RRUFF database__R120168,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R120168__Raman__532__0__unoriented__Raman_Data_RAW__37242.txt,Enstatite,R120168,MgSiO3,"Merensky Reef, Rustenburg, Brushveld District, South Africa",RRUFF,Rock Currier,"Dark green, massive",The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,https://rruff.info/R120168,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Enstatite__R120174__Raman__532__0__unoriented__Raman_Data_RAW__37875,Pyroxene,Enstatite,,,,,,532,,Pyroxene,Enstatite__R120174__Raman__532__0__unoriented__Raman_Data_RAW__37875,data/spectra/parent/Enstatite__R120174__Raman__532__0__unoriented__Raman_Data_RAW__37875.csv,name_match,True,PARENT_0083,Enstatite__R120174__Raman__532__0__unoriented__Raman_Data_RAW__37875.csv,Enstatite,R120174,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,200.0,1224.0,1024,200-1224,7f41e5a1fc8e626e5290d3b5f5eaf60c3a10ef449d0951b85be814ac5dbd2c54,RRUFF database__R120174,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Enstatite__R120174__Raman__532__0__unoriented__Raman_Data_RAW__37875.txt,Enstatite,R120174,MgSiO3,"Nuestra Señora del Carmen Mines, La Celia, Jumilla, Murcia, Spain",RRUFF,Bob Jenkins,"Transparent, pale greenish-brown bladed crystals associated with R120173 pseudobrookite",The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,https://rruff.info/R120174,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
