file_name,group_label,subtype_label,Mg#,Fe#,Ca#,Na#,K#,wave,formula,major_category,file_name_clean,file_path,match_method,file_exists,spectrum_id,parsed_file_name,mineral_species,source_id,source_type,spectrum_type,excitation_nm,instrument,data_level,orientation,sample_provenance,measurement_conditions,label_basis,reference,source_note,spectral_min_cm-1,spectral_max_cm-1,n_original_points,spectral_range_cm-1,file_sha256,parent_group,preprocessing_planned,augmentation_used,qc_status,qc_reason,recommended_action,split_main,split_zero_shot_protocol
Muscovite__R040104__Raman__532__0__unoriented__Raman_Data_RAW__15840,,Muscovite,,,,,,,,Mica,Muscovite__R040104__Raman__532__0__unoriented__Raman_Data_RAW__15840,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040104__Raman__532__0__unoriented__Raman_Data_RAW__15840.csv,fallback_augmented_dir_name_match,True,PARENT_0686,Muscovite__R040104__Raman__532__0__unoriented__Raman_Data_RAW__15840.csv,Muscovite,R040104,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,136.993,1266.59,2344,136.993-1266.59,fd40e6e19316a1eba26432a195e803e003887b58beec40e71657cc678608908a,RRUFF database__R040104,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R040104__Raman__785__0__unoriented__Raman_Data_RAW__15842,,Muscovite,,,,,,,,Mica,Muscovite__R040104__Raman__785__0__unoriented__Raman_Data_RAW__15842,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040104__Raman__785__0__unoriented__Raman_Data_RAW__15842.csv,fallback_augmented_dir_name_match,True,PARENT_0687,Muscovite__R040104__Raman__785__0__unoriented__Raman_Data_RAW__15842.csv,Muscovite,R040104,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,124.522,1270.03,2377,124.522-1270.03,387a0a982bc7ffefa4cf183e3a50d13a8182a42391bba99c60a4de9b997e71b4,RRUFF database__R040104,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R040108__Raman__514__0__unoriented__Raman_Data_RAW__9508,,Muscovite,,,,,,,,Mica,Muscovite__R040108__Raman__514__0__unoriented__Raman_Data_RAW__9508,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040108__Raman__514__0__unoriented__Raman_Data_RAW__9508.csv,fallback_augmented_dir_name_match,True,PARENT_0688,Muscovite__R040108__Raman__514__0__unoriented__Raman_Data_RAW__9508.csv,Muscovite,R040108,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,96.161,1526.16,1119,96.161-1526.16,4305906b50c19bbc1a3bde88f05d16fc4919a515c2bdf7296bde09b30a80318b,RRUFF database__R040108,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R040108__Raman__532__0__unoriented__Raman_Data_RAW__19539,,Muscovite,,,,,,,,Mica,Muscovite__R040108__Raman__532__0__unoriented__Raman_Data_RAW__19539,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040108__Raman__532__0__unoriented__Raman_Data_RAW__19539.csv,fallback_augmented_dir_name_match,True,PARENT_0689,Muscovite__R040108__Raman__532__0__unoriented__Raman_Data_RAW__19539.csv,Muscovite,R040108,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,121.083,1288.29,2422,121.083-1288.29,b89091a21a2b14abd11923bafefff694d88d4a9a4b3c26555842546e7cf625dc,RRUFF database__R040108,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R040108__Raman__785__0__unoriented__Raman_Data_RAW__19541,,Muscovite,,,,,,,,Mica,Muscovite__R040108__Raman__785__0__unoriented__Raman_Data_RAW__19541,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040108__Raman__785__0__unoriented__Raman_Data_RAW__19541.csv,fallback_augmented_dir_name_match,True,PARENT_0690,Muscovite__R040108__Raman__785__0__unoriented__Raman_Data_RAW__19541.csv,Muscovite,R040108,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,129.343,1264.24,2355,129.343-1264.24,30d0cb25b9d980cd6d5b0a62c8145626bb8bbef726a4b9699dece10d32fce5f0,RRUFF database__R040108,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R040124__Raman__514__0__unoriented__Raman_Data_RAW__9534,,Muscovite,,,,,,,,Mica,Muscovite__R040124__Raman__514__0__unoriented__Raman_Data_RAW__9534,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040124__Raman__514__0__unoriented__Raman_Data_RAW__9534.csv,fallback_augmented_dir_name_match,True,PARENT_0691,Muscovite__R040124__Raman__514__0__unoriented__Raman_Data_RAW__9534.csv,Muscovite,R040124,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,129.534,1507.35,1079,129.534-1507.35,9f4ba055b2c4019a97992370115ef1664a6180e76b45f916bc211c1a4475810b,RRUFF database__R040124,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R040124__Raman__785__0__unoriented__Raman_Data_RAW__19730,,Muscovite,,,,,,,,Mica,Muscovite__R040124__Raman__785__0__unoriented__Raman_Data_RAW__19730,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040124__Raman__785__0__unoriented__Raman_Data_RAW__19730.csv,fallback_augmented_dir_name_match,True,PARENT_0692,Muscovite__R040124__Raman__785__0__unoriented__Raman_Data_RAW__19730.csv,Muscovite,R040124,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,130.662,1227.96,2277,130.662-1227.96,e71fa7af043392ed5c73f61b710cf27bf7a9f296425375b7e3a62e7530a31c51,RRUFF database__R040124,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R040124__Raman__532__0__unoriented__Raman_Data_RAW__19731,,Muscovite,,,,,,,,Mica,Muscovite__R040124__Raman__532__0__unoriented__Raman_Data_RAW__19731,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040124__Raman__532__0__unoriented__Raman_Data_RAW__19731.csv,fallback_augmented_dir_name_match,True,PARENT_0693,Muscovite__R040124__Raman__532__0__unoriented__Raman_Data_RAW__19731.csv,Muscovite,R040124,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,144.358,1266.73,2329,144.358-1266.73,a95acc31b54249f2de46bd1aec1c56db3db7389a5dcc1630dc71ecd4a6464acb,RRUFF database__R040124,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R050080__Raman__514__0__unoriented__Raman_Data_RAW__10045,,Muscovite,,,,,,,,Mica,Muscovite__R050080__Raman__514__0__unoriented__Raman_Data_RAW__10045,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050080__Raman__514__0__unoriented__Raman_Data_RAW__10045.csv,fallback_augmented_dir_name_match,True,PARENT_0694,Muscovite__R050080__Raman__514__0__unoriented__Raman_Data_RAW__10045.csv,Muscovite,R050080,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,107.3,1120.42,774,107.3-1120.42,7703a7246c892d30fbef49e8acf56a72fb8d548e1e3f59fb436081cc3f4baf38,RRUFF database__R050080,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R050080__Raman__532__0__unoriented__Raman_Data_RAW__21444,,Muscovite,,,,,,,,Mica,Muscovite__R050080__Raman__532__0__unoriented__Raman_Data_RAW__21444,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050080__Raman__532__0__unoriented__Raman_Data_RAW__21444.csv,fallback_augmented_dir_name_match,True,PARENT_0695,Muscovite__R050080__Raman__532__0__unoriented__Raman_Data_RAW__21444.csv,Muscovite,R050080,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,177.143,1299.99,2330,177.143-1299.99,e442a59841baf865116f2e088453da9f2f2f8fd5a9f81c833def87b1f12ea23b,RRUFF database__R050080,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R050080__Raman__785__0__unoriented__Raman_Data_RAW__21446,,Muscovite,,,,,,,,Mica,Muscovite__R050080__Raman__785__0__unoriented__Raman_Data_RAW__21446,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050080__Raman__785__0__unoriented__Raman_Data_RAW__21446.csv,fallback_augmented_dir_name_match,True,PARENT_0696,Muscovite__R050080__Raman__785__0__unoriented__Raman_Data_RAW__21446.csv,Muscovite,R050080,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,130.18,1226.99,2276,130.18-1226.99,e791db8aad65fec7e597b8d0cb16117029f03b6bdc5a9b83b0cfff13f07edb9e,RRUFF database__R050080,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R050188__Raman__514__0__unoriented__Raman_Data_RAW__10209,,Muscovite,,,,,,,,Mica,Muscovite__R050188__Raman__514__0__unoriented__Raman_Data_RAW__10209,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050188__Raman__514__0__unoriented__Raman_Data_RAW__10209.csv,fallback_augmented_dir_name_match,True,PARENT_0697,Muscovite__R050188__Raman__514__0__unoriented__Raman_Data_RAW__10209.csv,Muscovite,R050188,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,85.009,1522.64,1124,85.009-1522.64,f84c6efa9ed1972d4775bf708ad3880ec83bc819cd5d4b22739fe952561dcc74,RRUFF database__R050188,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,test,earth_train_pool
Muscovite__R050188__Raman__532__0__unoriented__Raman_Data_RAW__30078,,Muscovite,,,,,,,,Mica,Muscovite__R050188__Raman__532__0__unoriented__Raman_Data_RAW__30078,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050188__Raman__532__0__unoriented__Raman_Data_RAW__30078.csv,fallback_augmented_dir_name_match,True,PARENT_0698,Muscovite__R050188__Raman__532__0__unoriented__Raman_Data_RAW__30078.csv,Muscovite,R050188,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,94.7396,1305.33,2512,94.7396-1305.33,7ae3fd2fb1e13e9c4290332d8c3a22a75cf99a2f2f541c9a04b406ade1a34a55,RRUFF database__R050188,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,test,earth_train_pool
Muscovite__R050188__Raman__780__0__unoriented__Raman_Data_RAW__30080,,Muscovite,,,,,,,,Mica,Muscovite__R050188__Raman__780__0__unoriented__Raman_Data_RAW__30080,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050188__Raman__780__0__unoriented__Raman_Data_RAW__30080.csv,fallback_augmented_dir_name_match,True,PARENT_0699,Muscovite__R050188__Raman__780__0__unoriented__Raman_Data_RAW__30080.csv,Muscovite,R050188,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,93.93,1286.2,2474,93.93-1286.2,02657eacb345cc85231a374a84540e479fb242cc49732b57bcb75f37e226db78,RRUFF database__R050188,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,test,earth_train_pool
Muscovite__R050198__Raman__532__0__unoriented__Raman_Data_RAW__30431,,Muscovite,,,,,,,,Mica,Muscovite__R050198__Raman__532__0__unoriented__Raman_Data_RAW__30431,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050198__Raman__532__0__unoriented__Raman_Data_RAW__30431.csv,fallback_augmented_dir_name_match,True,PARENT_0700,Muscovite__R050198__Raman__532__0__unoriented__Raman_Data_RAW__30431.csv,Muscovite,R050198,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,94.7396,1305.33,2512,94.7396-1305.33,bd381e321231ad63297d5e2e502af9cf403e5ddbf9e8bdbb21e41481e205b097,RRUFF database__R050198,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,test,earth_train_pool
Muscovite__R050198__Raman__780__0__unoriented__Raman_Data_RAW__30433,,Muscovite,,,,,,,,Mica,Muscovite__R050198__Raman__780__0__unoriented__Raman_Data_RAW__30433,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050198__Raman__780__0__unoriented__Raman_Data_RAW__30433.csv,fallback_augmented_dir_name_match,True,PARENT_0701,Muscovite__R050198__Raman__780__0__unoriented__Raman_Data_RAW__30433.csv,Muscovite,R050198,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,93.93,1286.2,2474,93.93-1286.2,f4f5cfabe3ca830ed15fb4f34a35b541c746b2fc0cac9078c1b6f73f07f21d26,RRUFF database__R050198,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,test,earth_train_pool
Muscovite__X050119__Raman__785__0__unoriented__Raman_Data_Processed__6616,,Muscovite,,,,,,,,Mica,Muscovite__X050119__Raman__785__0__unoriented__Raman_Data_Processed__6616,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__X050119__Raman__785__0__unoriented__Raman_Data_Processed__6616.csv,fallback_augmented_dir_name_match,True,PARENT_0702,Muscovite__X050119__Raman__785__0__unoriented__Raman_Data_Processed__6616.csv,Muscovite,X050119,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,Processed,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,209.0,1500.0,1292,209-1500,6232e287f96111c18d21fa076753cb57c087b262bc882f58f490029e49841611,RRUFF database__X050119,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R060182__Raman__532__0__unoriented__Raman_Data_RAW__33205,,Muscovite,,,,,,,,Mica,Muscovite__R060182__Raman__532__0__unoriented__Raman_Data_RAW__33205,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R060182__Raman__532__0__unoriented__Raman_Data_RAW__33205.csv,fallback_augmented_dir_name_match,True,PARENT_0703,Muscovite__R060182__Raman__532__0__unoriented__Raman_Data_RAW__33205.csv,Muscovite,R060182,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,90.7458,1301.82,2513,90.7458-1301.82,5afe22a36f590a3c12214331a56fdd05a8a74c308d4015e4bab7c2d5a15a2539,RRUFF database__R060182,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R060182__Raman__780__0__unoriented__Raman_Data_RAW__33207,,Muscovite,,,,,,,,Mica,Muscovite__R060182__Raman__780__0__unoriented__Raman_Data_RAW__33207,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R060182__Raman__780__0__unoriented__Raman_Data_RAW__33207.csv,fallback_augmented_dir_name_match,True,PARENT_0704,Muscovite__R060182__Raman__780__0__unoriented__Raman_Data_RAW__33207.csv,Muscovite,R060182,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,92.9896,1286.23,2476,92.9896-1286.23,b3efe3697bef670790fb7eb77b9d857a94d6f54a1e0dbea26b67e4ed1151bce5,RRUFF database__R060182,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
Muscovite__R060266__Raman__532__0__unoriented__Raman_Data_RAW__33981,,Muscovite,,,,,,,,Mica,Muscovite__R060266__Raman__532__0__unoriented__Raman_Data_RAW__33981,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R060266__Raman__532__0__unoriented__Raman_Data_RAW__33981.csv,fallback_augmented_dir_name_match,True,PARENT_0705,Muscovite__R060266__Raman__532__0__unoriented__Raman_Data_RAW__33981.csv,Muscovite,R060266,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,91.4564,1303.02,2514,91.4564-1303.02,3414123216432dcce3573351b2bd3ef44684cbf5dcd1768b9bd0afd3cf7bdb35,RRUFF database__R060266,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool
