dataset_membership,spectrum_id,local_spectrum_path,local_source_file,region,target,scan_name,sheet_name,point_name,mineral_label,major_category,label_basis,reference,product_stem,pds_product_lid,pds_csv_url,pds_label_url,pds_raw_product_lids,pds_intermediate_product_lids,pds_start_date_time,pds_stop_date_time,sol,sclk,sub_sclk,site,drive,sequence,experiment_id,aci_image_number,processing_flags_description
parent_945_sherloc_rows,PARENT_0790,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-35.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-35,quartier,Quartier,,,35,Anhydrite,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
parent_945_sherloc_rows,PARENT_0791,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-36.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-36,quartier,Quartier,,,36,Anhydrite,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
parent_945_sherloc_rows,PARENT_0792,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-40.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-40,quartier,Quartier,,,40,Gypsum,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
parent_945_sherloc_rows,PARENT_0793,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-48.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-48,quartier,Quartier,,,48,Bassanite,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
parent_945_sherloc_rows,PARENT_0794,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-49.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-49,quartier,Quartier,,,49,Bassanite,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
parent_945_sherloc_rows,PARENT_0795,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-50.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-50,quartier,Quartier,,,50,Bassanite,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
parent_945_sherloc_rows,PARENT_0796,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-55.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-55,quartier,Quartier,,,55,Gypsum,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
parent_945_sherloc_rows,PARENT_0797,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-57.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-57,quartier,Quartier,,,57,Gypsum,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
parent_945_sherloc_rows,PARENT_0798,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-58.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-58,quartier,Quartier,,,58,Bassanite,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
parent_945_sherloc_rows,PARENT_0799,data/spectra/parent/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-67.csv,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-67,quartier,Quartier,,,67,Anhydrite,Sulfate,Published SHERLOC mineral interpretation and/or PDS product annotation; do not use for zero-shot training,NASA Planetary Data System; SHERLOC mission literature,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00304/ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0304_0693963943_980epa__0090000srlc11374_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0304_0693963943_980rrs__0090000srlc11374w108cg_j.csv,2021-12-28T11:50:46.033Z,2021-12-28T12:01:20.198Z,0304,0693963943,980,009,0000,srlc11374,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
