file_name,group_label,subtype_label,Mg#,Fe#,Ca#,Na#,K#,wave,formula,Unnamed: 10,Unnamed: 11,major_category,file_name_clean,file_path,match_method,file_exists,spectrum_id,parsed_file_name,mineral_species,source_id,source_type,spectrum_type,excitation_nm,instrument,data_level,orientation,sample_provenance,measurement_conditions,label_basis,reference,source_note,spectral_min_cm-1,spectral_max_cm-1,n_original_points,spectral_range_cm-1,file_sha256,parent_group,preprocessing_planned,augmentation_used,qc_status,qc_reason,recommended_action,split_main,split_zero_shot_protocol,rruff_header_file,rruff_official_name,rruff_official_id,rruff_ideal_chemistry,rruff_locality,rruff_owner,rruff_source,rruff_description,rruff_status,rruff_url,rruff_measured_chemistry,rruff_header_parse_status,rruff_metadata_match,rruff_metadata_match_basis,sherloc_region,sherloc_target,sherloc_scan_name,sherloc_sheet_name,sherloc_point_name,sherloc_label_column,sherloc_label_status,paper_table1_superclass,paper_table1_superclass_candidates,sherloc_training_label_usable,sherloc_source_raman_csv,sherloc_standard_workbook
Epidote__R040092__Raman__785__0__unoriented__Raman_Data_RAW__15695,,Epidote,,,,,,,,,,Other Silicates,Epidote__R040092__Raman__785__0__unoriented__Raman_Data_RAW__15695,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R040092__Raman__785__0__unoriented__Raman_Data_RAW__15695.csv,fallback_augmented_dir_name_match,True,PARENT_0567,Epidote__R040092__Raman__785__0__unoriented__Raman_Data_RAW__15695.csv,Epidote,R040092,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,128.379,1257.01,2342,128.379-1257.01,a8587f558252a2d7fa1c759ac0d6927a8ce95970ab7793cce5289571ce75cae7,RRUFF database__R040092,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R040092__Raman__785__0__unoriented__Raman_Data_RAW__15695.txt,Epidote,R040092,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"Nahant, Massachusetts, USA",RRUFF,University of Arizona Mineral Museum,Green prismatic crystals imbedded in quartz,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040092,Ca2.01Al2.00Fe1.00(Si1.00O4)(Si1.97Fe0.02Al0.01Ti0.01O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050064__Raman__514__0__unoriented__Raman_Data_RAW__9970,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050064__Raman__514__0__unoriented__Raman_Data_RAW__9970,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050064__Raman__514__0__unoriented__Raman_Data_RAW__9970.csv,fallback_augmented_dir_name_match,True,PARENT_0568,Epidote__R050064__Raman__514__0__unoriented__Raman_Data_RAW__9970.csv,Epidote,R050064,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,55.666,1522.64,1145,55.666-1522.64,b5e9a4f6b3113936ce7c51d8975f956c435d7e8f20f7780fd91bfed83fdee463,RRUFF database__R050064,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050064__Raman__514__0__unoriented__Raman_Data_RAW__9970.txt,Epidote,R050064,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"East Xichang City, Meigu County, Sichuan Province, China",RRUFF,Rock Currier,Green prismatic crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050064,(Ca1.99Mn0.01)Σ=2Fe^3+^1.00Al2.00(Si2.00O7)(Si1.00O4)O(OH);,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050064__Raman__785__0__unoriented__Raman_Data_RAW__21233,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050064__Raman__785__0__unoriented__Raman_Data_RAW__21233,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050064__Raman__785__0__unoriented__Raman_Data_RAW__21233.csv,fallback_augmented_dir_name_match,True,PARENT_0569,Epidote__R050064__Raman__785__0__unoriented__Raman_Data_RAW__21233.csv,Epidote,R050064,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,144.643,1221.69,2235,144.643-1221.69,1cf472b3d2c94a757c20396cfaa8fa47a16ca8ad050fde422001e772d4361f0c,RRUFF database__R050064,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050064__Raman__785__0__unoriented__Raman_Data_RAW__21233.txt,Epidote,R050064,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"East Xichang City, Meigu County, Sichuan Province, China",RRUFF,Rock Currier,Green prismatic crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050064,(Ca1.99Mn0.01)Σ=2Fe^3+^1.00Al2.00(Si2.00O7)(Si1.00O4)O(OH);,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050064__Raman__532__0__unoriented__Raman_Data_RAW__21235,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050064__Raman__532__0__unoriented__Raman_Data_RAW__21235,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050064__Raman__532__0__unoriented__Raman_Data_RAW__21235.csv,fallback_augmented_dir_name_match,True,PARENT_0570,Epidote__R050064__Raman__532__0__unoriented__Raman_Data_RAW__21235.csv,Epidote,R050064,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,140.019,1298.06,2403,140.019-1298.06,d3ff6299839c23e6ec187cfc2ec32fdc938f04e73fd855e338f9396ca960f0fd,RRUFF database__R050064,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050064__Raman__532__0__unoriented__Raman_Data_RAW__21235.txt,Epidote,R050064,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"East Xichang City, Meigu County, Sichuan Province, China",RRUFF,Rock Currier,Green prismatic crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050064,(Ca1.99Mn0.01)Σ=2Fe^3+^1.00Al2.00(Si2.00O7)(Si1.00O4)O(OH);,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050131__Raman__780__0__unoriented__Raman_Data_RAW__27276,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050131__Raman__780__0__unoriented__Raman_Data_RAW__27276,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050131__Raman__780__0__unoriented__Raman_Data_RAW__27276.csv,fallback_augmented_dir_name_match,True,PARENT_0571,Epidote__R050131__Raman__780__0__unoriented__Raman_Data_RAW__27276.csv,Epidote,R050131,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,94.0495,1286.81,2475,94.0495-1286.81,4572208f4f7669054cdaa0146e0ed4884cf49d5218215f35ec24a72590f53c09,RRUFF database__R050131,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050131__Raman__780__0__unoriented__Raman_Data_RAW__27276.txt,Epidote,R050131,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"Calumet mine, Chaffee County, Colorado, USA",RRUFF,Dave Bunk Minerals,Green prismatic crystal,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050131,Ca2.00Al2.00(Fe^3+^0.75Al0.25)(SiO4)(Si2O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050131__Raman__532__0__unoriented__Raman_Data_RAW__27278,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050131__Raman__532__0__unoriented__Raman_Data_RAW__27278,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050131__Raman__532__0__unoriented__Raman_Data_RAW__27278.csv,fallback_augmented_dir_name_match,True,PARENT_0572,Epidote__R050131__Raman__532__0__unoriented__Raman_Data_RAW__27278.csv,Epidote,R050131,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,94.849,1305.44,2512,94.849-1305.44,bcffbb5d1ddc069ed931067777e587dcc6c1a39e5b504ebaa7b129a31ce996d7,RRUFF database__R050131,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050131__Raman__532__0__unoriented__Raman_Data_RAW__27278.txt,Epidote,R050131,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"Calumet mine, Chaffee County, Colorado, USA",RRUFF,Dave Bunk Minerals,Green prismatic crystal,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050131,Ca2.00Al2.00(Fe^3+^0.75Al0.25)(SiO4)(Si2O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050191__Raman__514__0__unoriented__Raman_Data_RAW__10213,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050191__Raman__514__0__unoriented__Raman_Data_RAW__10213,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050191__Raman__514__0__unoriented__Raman_Data_RAW__10213.csv,fallback_augmented_dir_name_match,True,PARENT_0573,Epidote__R050191__Raman__514__0__unoriented__Raman_Data_RAW__10213.csv,Epidote,R050191,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,55.666,1523.81,1146,55.666-1523.81,0406910c7b116110159b603ff00cfe5aebfeaa1f7c386e38886d766128e44314,RRUFF database__R050191,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050191__Raman__514__0__unoriented__Raman_Data_RAW__10213.txt,Epidote,R050191,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"Pampa Blanca, Castrovirreyna Province, Huancavelica Department, Peru",RRUFF,Dave Bunk Minerals,Cluster of green elongated prismatic crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050191,Ca2.00Al2.00(Fe^3+^0.84Al0.16)(SiO4)(Si2O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050191__Raman__780__0__unoriented__Raman_Data_RAW__27801,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050191__Raman__780__0__unoriented__Raman_Data_RAW__27801,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050191__Raman__780__0__unoriented__Raman_Data_RAW__27801.csv,fallback_augmented_dir_name_match,True,PARENT_0574,Epidote__R050191__Raman__780__0__unoriented__Raman_Data_RAW__27801.csv,Epidote,R050191,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,93.93,1286.2,2474,93.93-1286.2,e21d5ba2f65e93464ab46801a14e578f9e49998df56f04505094e8c9291097ef,RRUFF database__R050191,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050191__Raman__780__0__unoriented__Raman_Data_RAW__27801.txt,Epidote,R050191,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"Pampa Blanca, Castrovirreyna Province, Huancavelica Department, Peru",RRUFF,Dave Bunk Minerals,Cluster of green elongated prismatic crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050191,Ca2.00Al2.00(Fe^3+^0.84Al0.16)(SiO4)(Si2O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050191__Raman__532__0__unoriented__Raman_Data_RAW__27799,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050191__Raman__532__0__unoriented__Raman_Data_RAW__27799,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050191__Raman__532__0__unoriented__Raman_Data_RAW__27799.csv,fallback_augmented_dir_name_match,True,PARENT_0575,Epidote__R050191__Raman__532__0__unoriented__Raman_Data_RAW__27799.csv,Epidote,R050191,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,93.7754,1305.33,2514,93.7754-1305.33,d2b75f4b33759ca38f7dd13e33f0c1b468205c7cf0ceee1fb9f9bcb3e2c8f197,RRUFF database__R050191,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050191__Raman__532__0__unoriented__Raman_Data_RAW__27799.txt,Epidote,R050191,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"Pampa Blanca, Castrovirreyna Province, Huancavelica Department, Peru",RRUFF,Dave Bunk Minerals,Cluster of green elongated prismatic crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050191,Ca2.00Al2.00(Fe^3+^0.84Al0.16)(SiO4)(Si2O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050202__Raman__514__0__unoriented__Raman_Data_RAW__10591,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050202__Raman__514__0__unoriented__Raman_Data_RAW__10591,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050202__Raman__514__0__unoriented__Raman_Data_RAW__10591.csv,fallback_augmented_dir_name_match,True,PARENT_0576,Epidote__R050202__Raman__514__0__unoriented__Raman_Data_RAW__10591.csv,Epidote,R050202,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,55.666,1517.94,1141,55.666-1517.94,8c37e0926e465414d624e01875b0cbc4b746bcb1813c245b81a2dbbbb563616d,RRUFF database__R050202,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050202__Raman__514__0__unoriented__Raman_Data_RAW__10591.txt,Epidote,R050202,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"Iron Cap mine, Landsman Camp, Graham County, Arizona, USA",RRUFF,Bob Downs,"Green colored prismatic single crystal associated with quartz, diopside and tremolite",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050202,Ca2.00Al2.00(Fe^3+^0.68Al0.32)(SiO4)(Si2O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050202__Raman__532__0__unoriented__Raman_Data_RAW__27864,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050202__Raman__532__0__unoriented__Raman_Data_RAW__27864,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050202__Raman__532__0__unoriented__Raman_Data_RAW__27864.csv,fallback_augmented_dir_name_match,True,PARENT_0577,Epidote__R050202__Raman__532__0__unoriented__Raman_Data_RAW__27864.csv,Epidote,R050202,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,94.7396,1305.33,2512,94.7396-1305.33,a6194eb513c623e3765b33bd7f1335411149b54339016d7ea34d8d81db3a44a3,RRUFF database__R050202,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050202__Raman__532__0__unoriented__Raman_Data_RAW__27864.txt,Epidote,R050202,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"Iron Cap mine, Landsman Camp, Graham County, Arizona, USA",RRUFF,Bob Downs,"Green colored prismatic single crystal associated with quartz, diopside and tremolite",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050202,Ca2.00Al2.00(Fe^3+^0.68Al0.32)(SiO4)(Si2O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050202__Raman__780__0__unoriented__Raman_Data_RAW__27878,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050202__Raman__780__0__unoriented__Raman_Data_RAW__27878,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050202__Raman__780__0__unoriented__Raman_Data_RAW__27878.csv,fallback_augmented_dir_name_match,True,PARENT_0578,Epidote__R050202__Raman__780__0__unoriented__Raman_Data_RAW__27878.csv,Epidote,R050202,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,93.93,1286.2,2474,93.93-1286.2,ad884c59199cf9033138a5fecb8767ebce1a10587ff97484e35fa7ac6101c07c,RRUFF database__R050202,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050202__Raman__780__0__unoriented__Raman_Data_RAW__27878.txt,Epidote,R050202,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"Iron Cap mine, Landsman Camp, Graham County, Arizona, USA",RRUFF,Bob Downs,"Green colored prismatic single crystal associated with quartz, diopside and tremolite",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050202,Ca2.00Al2.00(Fe^3+^0.68Al0.32)(SiO4)(Si2O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__X050073.4__Raman__785__0__unoriented__Raman_Data_Processed__6539,,Epidote,,,,,,,,,,Other Silicates,Epidote__X050073.4__Raman__785__0__unoriented__Raman_Data_Processed__6539,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__X050073.4__Raman__785__0__unoriented__Raman_Data_Processed__6539.csv,fallback_augmented_dir_name_match,True,PARENT_0579,Epidote__X050073.4__Raman__785__0__unoriented__Raman_Data_Processed__6539.csv,Epidote,X050073.4,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,Processed,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,209.0,1500.0,1292,209-1500,1fb8084d859915e265865968d626e6f41da1866df170c177ada391e1bdc6536d,RRUFF database__X050073.4,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__X050073.4__Raman__785__0__unoriented__Raman_Data_Processed__6539.txt,Epidote,X050073,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),Pakistan,Caltech,"RD Shannon, 62047-",,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050073,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
Epidote__R050303__Raman__514__0__unoriented__Raman_Data_RAW__10741,,Epidote,,,,,,,,,,Other Silicates,Epidote__R050303__Raman__514__0__unoriented__Raman_Data_RAW__10741,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Epidote__R050303__Raman__514__0__unoriented__Raman_Data_RAW__10741.csv,fallback_augmented_dir_name_match,True,PARENT_0580,Epidote__R050303__Raman__514__0__unoriented__Raman_Data_RAW__10741.csv,Epidote,R050303,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,66.856,1522.64,1137,66.856-1522.64,2700b8003cca45a6fec4b6056b360524c1a84c9e400f202af3c6cfa16f6baa2b,RRUFF database__R050303,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,D:\dyt\raman\pigeonite\pigeonite\Epidote__R050303__Raman__514__0__unoriented__Raman_Data_RAW__10741.txt,Epidote,R050303,Ca2Fe^3+^Al2(Si2O7)(SiO4)O(OH),"San Martin mine, Zacatecas, Mexico",RRUFF,Eugene Schlepp,Green elongated prismatic crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050303,Ca2.00Al2.00(Fe^3+^0.97Al0.03)(SiO4)(Si2O7)O(OH),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
