file_name,group_label,subtype_label,Mg#,Fe#,Ca#,Na#,K#,wave,formula,major_category,file_name_clean,file_path,match_method,file_exists,spectrum_id,parsed_file_name,mineral_species,source_id,source_type,spectrum_type,excitation_nm,instrument,data_level,orientation,sample_provenance,measurement_conditions,label_basis,reference,source_note,spectral_min_cm-1,spectral_max_cm-1,n_original_points,spectral_range_cm-1,file_sha256,parent_group,preprocessing_planned,augmentation_used,qc_status,qc_reason,recommended_action,split_main,split_zero_shot_protocol,rruff_header_file,rruff_official_name,rruff_official_id,rruff_ideal_chemistry,rruff_locality,rruff_owner,rruff_source,rruff_description,rruff_status,rruff_url,rruff_measured_chemistry,rruff_header_parse_status,rruff_metadata_match,rruff_metadata_match_basis,model_label,raw_file_path,is_augmented,parent_spectrum_id,augmentation_seed,augmentation_parameters_json,repository_file,augmented_id,random_seed
Annite__R060211__Raman__780__0__unoriented__Raman_Data_RAW__39794,,Annite,,,,,,,,Mica,Annite__R060211__Raman__780__0__unoriented__Raman_Data_RAW__39794,data/augmented_spectra_v3/original_spectra/PARENT_0622__original.csv,fallback_augmented_dir_name_match,True,PARENT_0622,Annite__R060211__Raman__780__0__unoriented__Raman_Data_RAW__39794.csv,Annite,R060211,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,89.0287,1282.27,2476,89.0287-1282.27,ed9102ef8d023f8e9f7d801a2cc4d2b32641ba9a6887551365065681e2c77cfd,RRUFF database__R060211,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool,source_rruff_header/Annite__R060211__Raman__780__0__unoriented__Raman_Data_RAW__39794.txt,Annite,R060211,KFe^2+^3AlSi3O10(OH)2,"Mont Saint-Hilaire, Rouville County, Quebec, Canada",RRUFF,Royal Ontario Museum,Black platy fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060211,(K0.94[box]0.03Na0.02)(Fe^2+^2.07Mg0.57Mn0.33Ti0.03)(Si2.98Al1.02)O10((OH)1.72F0.28),ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Phyllosilicates,data/spectra/parent/PARENT_0622__Annite__R060211__Raman__780__0__unoriented__Raman_Data_RAW__39794.csv,no,PARENT_0622,,,data/augmented_spectra_v3/original_spectra/PARENT_0622__original.csv,,
Antigorite__R070228__Raman__532__0__unoriented__Raman_Data_RAW__20103,,Antigorite,,,,,,,,Serpentine,Antigorite__R070228__Raman__532__0__unoriented__Raman_Data_RAW__20103,data/augmented_spectra_v3/original_spectra/PARENT_0623__original.csv,fallback_augmented_dir_name_match,True,PARENT_0623,Antigorite__R070228__Raman__532__0__unoriented__Raman_Data_RAW__20103.csv,Antigorite,R070228,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,156.894,1304.81,2382,156.894-1304.81,61c2807a30438c2b79b6b12c534de0b3dc86084a4377f80ce5241023f935aa45,RRUFF database__R070228,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool,source_rruff_header/Antigorite__R070228__Raman__532__0__unoriented__Raman_Data_RAW__20103.txt,Antigorite,R070228,Mg3Si2O5(OH)4,"Wood's Chrome Mine (Wood's Mine), Texas, Lancaster County, Pennsylvania, USA",RRUFF,Michael Scott,"Compact massive, light to dark green associated with chromite",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070228,(Mg2.93Fe0.07)Σ=3Si2.00O5(OH)4 ; trace amounts of Al and Mn; OH estimated by difference,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Phyllosilicates,data/spectra/parent/PARENT_0623__Antigorite__R070228__Raman__532__0__unoriented__Raman_Data_RAW__20103.csv,no,PARENT_0623,,,data/augmented_spectra_v3/original_spectra/PARENT_0623__original.csv,,
Antigorite__R070228__Raman__785__0__unoriented__Raman_Data_RAW__20105,,Antigorite,,,,,,,,Serpentine,Antigorite__R070228__Raman__785__0__unoriented__Raman_Data_RAW__20105,data/augmented_spectra_v3/original_spectra/PARENT_0624__original.csv,fallback_augmented_dir_name_match,True,PARENT_0624,Antigorite__R070228__Raman__785__0__unoriented__Raman_Data_RAW__20105.csv,Antigorite,R070228,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,176.945,1235.19,2196,176.945-1235.19,d50cdbe8b96c2b6662b110516bbc4b981a7ba0ccc2a639c4b8b1432d45ba20c0,RRUFF database__R070228,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool,source_rruff_header/Antigorite__R070228__Raman__785__0__unoriented__Raman_Data_RAW__20105.txt,Antigorite,R070228,Mg3Si2O5(OH)4,"Wood's Chrome Mine (Wood's Mine), Texas, Lancaster County, Pennsylvania, USA",RRUFF,Michael Scott,"Compact massive, light to dark green associated with chromite",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070228,(Mg2.93Fe0.07)Σ=3Si2.00O5(OH)4 ; trace amounts of Al and Mn; OH estimated by difference,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Phyllosilicates,data/spectra/parent/PARENT_0624__Antigorite__R070228__Raman__785__0__unoriented__Raman_Data_RAW__20105.csv,no,PARENT_0624,,,data/augmented_spectra_v3/original_spectra/PARENT_0624__original.csv,,
Bannisterite__R060817__Raman__532__0__unoriented__Raman_Data_RAW__12820,,Bannisterite,,,,,,,,Other Silicates,Bannisterite__R060817__Raman__532__0__unoriented__Raman_Data_RAW__12820,data/augmented_spectra_v3/original_spectra/PARENT_0625__original.csv,fallback_augmented_dir_name_match,True,PARENT_0625,Bannisterite__R060817__Raman__532__0__unoriented__Raman_Data_RAW__12820.csv,Bannisterite,R060817,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,162.985,1300.78,2361,162.985-1300.78,dbee6ac47e275454bdba5d4b0760848f009cc290ae283054a0dbf719425579f4,RRUFF database__R060817,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Bannisterite__R060817__Raman__532__0__unoriented__Raman_Data_RAW__12820.txt,Bannisterite,R060817,"(Ca,K,Na)(Mn^2+^,Fe^2+^)10(Si,Al)16O38(OH)8&#183;nH2O","Broken Hill, New South Wales, Australia",RRUFF,Bob Jenkins,Dark brown fragment with prominent cleavage,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060817,(K0.65Ca0.32Na0.03)Σ=1(Mn^2+^5.37Fe^2+^4.48Mg0.15)Σ=10(Si14.68Al1.32)Σ=16O38(OH)8·8.77H2O,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Other Silicates,data/spectra/parent/PARENT_0625__Bannisterite__R060817__Raman__532__0__unoriented__Raman_Data_RAW__12820.csv,no,PARENT_0625,,,data/augmented_spectra_v3/original_spectra/PARENT_0625__original.csv,,
Bannisterite__R060817__Raman__785__0__unoriented__Raman_Data_RAW__14676,,Bannisterite,,,,,,,,Other Silicates,Bannisterite__R060817__Raman__785__0__unoriented__Raman_Data_RAW__14676,data/augmented_spectra_v3/original_spectra/PARENT_0626__original.csv,fallback_augmented_dir_name_match,True,PARENT_0626,Bannisterite__R060817__Raman__785__0__unoriented__Raman_Data_RAW__14676.csv,Bannisterite,R060817,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,170.704,1272.82,2287,170.704-1272.82,c5fcd07054f8a26a511eddeb770baca0d61e12978592233da72bd25e5585c1a9,RRUFF database__R060817,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Bannisterite__R060817__Raman__785__0__unoriented__Raman_Data_RAW__14676.txt,Bannisterite,R060817,"(Ca,K,Na)(Mn^2+^,Fe^2+^)10(Si,Al)16O38(OH)8&#183;nH2O","Broken Hill, New South Wales, Australia",RRUFF,Bob Jenkins,Dark brown fragment with prominent cleavage,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060817,(K0.65Ca0.32Na0.03)Σ=1(Mn^2+^5.37Fe^2+^4.48Mg0.15)Σ=10(Si14.68Al1.32)Σ=16O38(OH)8·8.77H2O,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Other Silicates,data/spectra/parent/PARENT_0626__Bannisterite__R060817__Raman__785__0__unoriented__Raman_Data_RAW__14676.csv,no,PARENT_0626,,,data/augmented_spectra_v3/original_spectra/PARENT_0626__original.csv,,
Borocookeite__R080076__Raman__532__0__unoriented__Raman_Data_RAW__28027,,Bannisterite,,,,,,,,Other Silicates,Borocookeite__R080076__Raman__532__0__unoriented__Raman_Data_RAW__28027,data/augmented_spectra_v3/original_spectra/PARENT_0627__original.csv,fallback_augmented_dir_name_match,True,PARENT_0627,Borocookeite__R080076__Raman__532__0__unoriented__Raman_Data_RAW__28027.csv,Borocookeite,R080076,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,95.1924,1305.31,2511,95.1924-1305.31,9227492b3394ddfe3c1234486e38619376fc7d17754d482ec985af17d453dca7,RRUFF database__R080076,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Borocookeite__R080076__Raman__532__0__unoriented__Raman_Data_RAW__28027.txt,Borocookeite,R080076,LiAl4(Si3B)O10(OH)8,"Malkhan Range, Central Transbaikal Region, Russia",RRUFF,Michael Scott,Cream-colored earthy coating on tourmaline crystal,The identification of this mineral is not yet confirmed.,https://rruff.info/R080076,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Other Silicates,data/spectra/parent/PARENT_0627__Borocookeite__R080076__Raman__532__0__unoriented__Raman_Data_RAW__28027.csv,no,PARENT_0627,,,data/augmented_spectra_v3/original_spectra/PARENT_0627__original.csv,,
Borocookeite__R080076__Raman__780__0__unoriented__Raman_Data_RAW__28029,,Bannisterite,,,,,,,,Other Silicates,Borocookeite__R080076__Raman__780__0__unoriented__Raman_Data_RAW__28029,data/augmented_spectra_v3/original_spectra/PARENT_0628__original.csv,fallback_augmented_dir_name_match,True,PARENT_0628,Borocookeite__R080076__Raman__780__0__unoriented__Raman_Data_RAW__28029.csv,Borocookeite,R080076,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,93.7999,1286.07,2474,93.7999-1286.07,395773427018625289dadc6573fe0fe497cfb723a122cbe73448b8adfac610ca,RRUFF database__R080076,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Borocookeite__R080076__Raman__780__0__unoriented__Raman_Data_RAW__28029.txt,Borocookeite,R080076,LiAl4(Si3B)O10(OH)8,"Malkhan Range, Central Transbaikal Region, Russia",RRUFF,Michael Scott,Cream-colored earthy coating on tourmaline crystal,The identification of this mineral is not yet confirmed.,https://rruff.info/R080076,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Other Silicates,data/spectra/parent/PARENT_0628__Borocookeite__R080076__Raman__780__0__unoriented__Raman_Data_RAW__28029.csv,no,PARENT_0628,,,data/augmented_spectra_v3/original_spectra/PARENT_0628__original.csv,,
Caryopilite__R070180__Raman__532__0__unoriented__Raman_Data_RAW__19069,,Caryopilite,,,,,,,,Other Silicates,Caryopilite__R070180__Raman__532__0__unoriented__Raman_Data_RAW__19069,data/augmented_spectra_v3/original_spectra/PARENT_0629__original.csv,fallback_augmented_dir_name_match,True,PARENT_0629,Caryopilite__R070180__Raman__532__0__unoriented__Raman_Data_RAW__19069.csv,Caryopilite,R070180,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,165.127,1317.38,2391,165.127-1317.38,976b7ceb3016887874b716e13a86d223541e3ba1f86b86ca59c38f6e9d75b18d,RRUFF database__R070180,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Caryopilite__R070180__Raman__532__0__unoriented__Raman_Data_RAW__19069.txt,Caryopilite,R070180,Mn^2+^3Si2O5(OH)4,"Gambatesa Mine, Graveglia Valley, Ne, Genova Province, Liguria, Italy",RRUFF,Michael Scott,Spherical aggregates of brown thin platelets,The identification of this mineral has been confirmed only by X-ray diffraction,https://rruff.info/R070180,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Other Silicates,data/spectra/parent/PARENT_0629__Caryopilite__R070180__Raman__532__0__unoriented__Raman_Data_RAW__19069.csv,no,PARENT_0629,,,data/augmented_spectra_v3/original_spectra/PARENT_0629__original.csv,,
Caryopilite__R070180__Raman__785__0__unoriented__Raman_Data_RAW__19071,,Caryopilite,,,,,,,,Other Silicates,Caryopilite__R070180__Raman__785__0__unoriented__Raman_Data_RAW__19071,data/augmented_spectra_v3/original_spectra/PARENT_0630__original.csv,fallback_augmented_dir_name_match,True,PARENT_0630,Caryopilite__R070180__Raman__785__0__unoriented__Raman_Data_RAW__19071.csv,Caryopilite,R070180,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,186.878,1243.68,2193,186.878-1243.68,7b1e51e51a070aad49f66120115bb2d4b386bc2cec06459f433b3d000323e996,RRUFF database__R070180,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Caryopilite__R070180__Raman__785__0__unoriented__Raman_Data_RAW__19071.txt,Caryopilite,R070180,Mn^2+^3Si2O5(OH)4,"Gambatesa Mine, Graveglia Valley, Ne, Genova Province, Liguria, Italy",RRUFF,Michael Scott,Spherical aggregates of brown thin platelets,The identification of this mineral has been confirmed only by X-ray diffraction,https://rruff.info/R070180,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Other Silicates,data/spectra/parent/PARENT_0630__Caryopilite__R070180__Raman__785__0__unoriented__Raman_Data_RAW__19071.csv,no,PARENT_0630,,,data/augmented_spectra_v3/original_spectra/PARENT_0630__original.csv,,
Chamosite__R060188__Raman__532__0__unoriented__Raman_Data_RAW__33229,,Chamosite,,,,,,,,Clay,Chamosite__R060188__Raman__532__0__unoriented__Raman_Data_RAW__33229,data/augmented_spectra_v3/original_spectra/PARENT_0631__original.csv,fallback_augmented_dir_name_match,True,PARENT_0631,Chamosite__R060188__Raman__532__0__unoriented__Raman_Data_RAW__33229.csv,Chamosite,R060188,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,91.2279,1302.31,2513,91.2279-1302.31,639b49266ed6f2204bf7fe373a25475257a7b19ead48d3b9ca6a13bb64d99eb4,RRUFF database__R060188,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool,source_rruff_header/Chamosite__R060188__Raman__532__0__unoriented__Raman_Data_RAW__33229.txt,Chamosite,R060188,Fe^2+^5Al(AlSi3)O10(OH)8,"Slesse Creek, Chilliwack, British Columbia, Canada",RRUFF,Lloyd Twaites,Brown hexagonal tablets with curved prism faces,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060188,(Fe^2+^2.53Mg2.15Al0.30Mn0.02)Σ=5Al1.00(Si2.70Al1.30)O10(OH)8,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Phyllosilicates,data/spectra/parent/PARENT_0631__Chamosite__R060188__Raman__532__0__unoriented__Raman_Data_RAW__33229.csv,no,PARENT_0631,,,data/augmented_spectra_v3/original_spectra/PARENT_0631__original.csv,,
Chamosite__R060188__Raman__780__0__unoriented__Raman_Data_RAW__33231,,Chamosite,,,,,,,,Clay,Chamosite__R060188__Raman__780__0__unoriented__Raman_Data_RAW__33231,data/augmented_spectra_v3/original_spectra/PARENT_0632__original.csv,fallback_augmented_dir_name_match,True,PARENT_0632,Chamosite__R060188__Raman__780__0__unoriented__Raman_Data_RAW__33231.csv,Chamosite,R060188,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,92.9896,1286.23,2476,92.9896-1286.23,576e32f86b396a82afcbfbdedc3d220f937f86cec8a1078d8928f5afd0d72ab9,RRUFF database__R060188,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool,source_rruff_header/Chamosite__R060188__Raman__780__0__unoriented__Raman_Data_RAW__33231.txt,Chamosite,R060188,Fe^2+^5Al(AlSi3)O10(OH)8,"Slesse Creek, Chilliwack, British Columbia, Canada",RRUFF,Lloyd Twaites,Brown hexagonal tablets with curved prism faces,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060188,(Fe^2+^2.53Mg2.15Al0.30Mn0.02)Σ=5Al1.00(Si2.70Al1.30)O10(OH)8,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Phyllosilicates,data/spectra/parent/PARENT_0632__Chamosite__R060188__Raman__780__0__unoriented__Raman_Data_RAW__33231.csv,no,PARENT_0632,,,data/augmented_spectra_v3/original_spectra/PARENT_0632__original.csv,,
Chrysotile__R070088__Raman__532__0__unoriented__Raman_Data_RAW__17431,,Chrysotile,,,,,,,,Serpentine,Chrysotile__R070088__Raman__532__0__unoriented__Raman_Data_RAW__17431,data/augmented_spectra_v3/original_spectra/PARENT_0633__original.csv,fallback_augmented_dir_name_match,True,PARENT_0633,Chrysotile__R070088__Raman__532__0__unoriented__Raman_Data_RAW__17431.csv,Chrysotile,R070088,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,156.93,1317.87,2409,156.93-1317.87,a4bd6808b68b2b3309d6a40913998584784de205a438a2cfc559274061f14f46,RRUFF database__R070088,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool,source_rruff_header/Chrysotile__R070088__Raman__532__0__unoriented__Raman_Data_RAW__17431.txt,Chrysotile,R070088,Mg3Si2O5(OH)4,"Cassiar Asbestos mine, Cassiar, British Columbia, Canada",RRUFF,Lloyd Twaites,"Green silky fibrous aggregate, transparent in parts",The identification of this mineral is not yet confirmed.,https://rruff.info/R070088,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Phyllosilicates,data/spectra/parent/PARENT_0633__Chrysotile__R070088__Raman__532__0__unoriented__Raman_Data_RAW__17431.csv,no,PARENT_0633,,,data/augmented_spectra_v3/original_spectra/PARENT_0633__original.csv,,
Chrysotile__R070088__Raman__785__0__unoriented__Raman_Data_RAW__15057,,Chrysotile,,,,,,,,Serpentine,Chrysotile__R070088__Raman__785__0__unoriented__Raman_Data_RAW__15057,data/augmented_spectra_v3/original_spectra/PARENT_0634__original.csv,fallback_augmented_dir_name_match,True,PARENT_0634,Chrysotile__R070088__Raman__785__0__unoriented__Raman_Data_RAW__15057.csv,Chrysotile,R070088,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,122.975,1257.39,2354,122.975-1257.39,35b6e822605179788569f5e2da1d89dea0d6ea44233b1b709b6bc3eb9f5341b1,RRUFF database__R070088,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,train,earth_train_pool,source_rruff_header/Chrysotile__R070088__Raman__785__0__unoriented__Raman_Data_RAW__15057.txt,Chrysotile,R070088,Mg3Si2O5(OH)4,"Cassiar Asbestos mine, Cassiar, British Columbia, Canada",RRUFF,Lloyd Twaites,"Green silky fibrous aggregate, transparent in parts",The identification of this mineral is not yet confirmed.,https://rruff.info/R070088,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id,Phyllosilicates,data/spectra/parent/PARENT_0634__Chrysotile__R070088__Raman__785__0__unoriented__Raman_Data_RAW__15057.csv,no,PARENT_0634,,,data/augmented_spectra_v3/original_spectra/PARENT_0634__original.csv,,
