Wave,Hornblende
611.989,4095.046667
612.802,4119.206667
613.613,4145.146667
614.426,4171.6
615.239,4174.566667
616.052,4164.893333
616.864,4161.086667
617.675,4155.033333
618.488,4152.7
619.3,4156.846667
620.112,4165.42
620.923,4180.193333
621.735,4198.913333
622.547,4221.013333
623.359,4243.38
624.17,4255.76
624.982,4268.046667
625.794,4279.873333
626.603,4293.286667
627.415,4294.56
628.227,4270.786667
629.038,4254.353333
629.848,4221.28
630.66,4174.12
631.471,4242.286667
632.28,4270.28
633.092,4263.086667
633.903,4255.846667
634.712,4246.473333
635.523,4247.446667
636.332,4258.886667
637.143,4281.306667
637.954,4316.866667
638.762,4348.393333
639.573,4382.406667
640.384,4404.726667
641.192,4417.473333
642.003,4422.04
642.811,4406.293333
643.622,4391.466667
644.43,4376.7
645.24,4362.733333
646.05,4350.48
646.858,4359.073333
647.668,4387.2
648.476,4414.84
649.286,4442.593333
650.094,4465.646667
650.903,4480.2
651.711,4491.473333
652.521,4498.52
653.328,4503.506667
654.137,4505.646667
654.945,4506.953333
655.754,4509.38
656.561,4507.106667
657.37,4503.3
658.177,4495.946667
658.986,4489.8
659.793,4531.413333
660.6,4595.453333
661.409,4647.72
662.215,4702.966667
663.024,4763.826667
663.831,4829.2
664.639,4898.226667
665.445,4971.486667
666.252,5049.653333
667.06,5130.92
667.866,5217.68
668.672,5304.98
669.48,5402.08
670.286,5529.186667
671.094,5691.48
671.9,5883.226667
672.706,6101.24
673.513,6350.609333
674.319,6628.7268
675.124,6934.531333
675.932,7280.206
676.737,7601.7
677.543,7865.746667
678.348,8017.813333
679.155,8112.446667
679.96,8120.62
680.765,8059.1
681.572,7910.393333
682.377,7691.053333
683.182,7404.633333
683.986,7093.146
684.793,6813.626667
685.598,6543.326
686.402,6294.608
687.207,6070.732
688.013,5871.606667
688.817,5696.96
689.622,5547.726667
690.426,5422.633333
691.23,5321.546667
692.036,5243.266667
692.84,5170.573333
693.644,5052.033333
694.448,4963.446667
695.251,4928.08
696.055,4909.946667
696.861,4911.2
697.664,4926.92
698.467,4936.246667
699.271,4866.846667
700.074,4822.133333
700.877,4820.466667
701.681,4793.386667
702.484,4768.946667
703.289,4739.873333
704.092,4716.273333
704.895,4704.633333
705.697,4697.88
706.5,4709.7
707.303,4705.433333
708.105,4689.84
708.908,4689.68
709.71,4682.673333
710.513,4710.726667
711.315,4720.266667
712.117,4732.386667
712.919,4722.733333
713.721,4704.94
714.523,4740.233333
715.326,4784.38
716.127,4733.333333
716.929,4733.333333
717.731,4733.333333
718.533,4733.333333
719.334,4733.333333
720.136,4733.333333
720.937,4733.333333
721.739,4733.333333
722.54,4741.753333
723.341,4777.953333
724.142,4753.533333
724.943,4755.186667
725.744,4747.453333
726.543,4758.34
727.344,4764.206667
728.145,4765.84
728.946,4762.446667
729.747,4733.486667
730.547,4717.6
731.348,4706.486667
732.148,4689.386667
732.948,4684.42
733.747,4703.373333
734.547,4745.633333
735.347,4785.68
736.147,4822.126667
736.947,4851.733333
737.747,4841.84
738.545,4820.58
739.345,4782.6
740.145,4731.853333
740.945,4703.746667
741.744,4700.126667
742.542,4719.813333
743.341,4736.586667
744.141,4748.813333
744.94,4756.94
745.737,4728.48
746.536,4716.853333
747.335,4701.9
748.135,4692.506667
748.932,4686.653333
749.73,4683.686667
750.529,4668.82
751.326,4667.073333
752.125,4645.533333
752.923,4631.04
753.72,4624.16
754.518,4625
755.317,4638.853333
756.113,4654.033333
756.911,4672.866667
757.71,4685.886667
758.506,4686.433333
759.304,4677.42
760.102,4666.866667
760.898,4655.233333
761.696,4652.013333
762.493,4649.6
763.289,4650.593333
764.087,4655.293333
764.882,4663.193333
765.68,4675.146667
766.477,4689.28
767.273,4662.84
768.07,4653.166667
768.865,4633.486667
769.662,4634.126667
770.457,4632.946667
771.254,4654.113333
772.049,4675.453333
772.846,4706.106667
773.641,4730.586667
774.438,4733.873333
775.232,4725.033333
776.029,4724.073333
776.823,4707.626667
777.62,4704.986667
778.414,4693.106667
779.211,4706.333333
780.005,4726.773333
780.801,4720.706667
781.595,4681.653333
782.391,4690.733333
783.185,4712.2
783.981,4779.453333
784.775,4831.293333
785.568,4853.84
786.364,4854.046667
787.158,4793.506667
787.953,4763.626667
788.747,4793.213333
789.54,4800.793333
790.335,4814.013333
791.129,4816.013333
791.924,4820.566667
792.717,4815.126667
793.51,4799.353333
794.305,4790.333333
795.098,4797.2
795.891,4794.686667
796.686,4802.233333
797.478,4819.266667
798.271,4830.333333
799.065,4821.5
799.858,4823.666667
800.65,4819.093333
801.445,4823.853333
802.237,4849.953333
803.029,4879.166667
803.821,4900.226667
804.615,4921.226667
805.407,4937.093333
806.199,4926.7
806.991,4905.046667
807.785,4888.18
808.577,4875.5
809.368,4867.366667
810.16,4863.946667
810.951,4864.64
811.745,4869.766667
812.536,4879.3
813.328,4894.44
814.119,4908.06
814.91,4905.386667
815.703,4907.293333
816.494,4910.546667
817.285,4915.04
818.076,4919.826667
818.867,4925.613333
819.658,4928.82
820.448,4929.3
821.241,4927.606667
822.031,4929.34
822.822,4923.593333
823.612,4904.753333
824.403,4882.846667
825.193,4872.74
825.983,4867.046667
826.773,4863.133333
827.563,4863.82
828.353,4869.8
829.143,4878.706667
829.933,4898.106667
830.725,4852.693333
831.514,4802.293333
832.304,4839.513333
833.094,4871.32
833.883,4886.78
834.673,4881.226667
835.462,4882.9
836.251,4880.773333
837.04,4884.233333
837.83,4895.36
838.619,4910.9
839.408,4933.313333
840.195,4959.953333
840.984,4990.733333
841.772,5023.673333
842.561,5048.453333
843.35,5069.066667
844.138,5083.393333
844.927,5095.206667
845.715,5106.266667
846.504,5117.873333
847.292,5118.966667
848.08,5114.306667
848.868,5116.033333
849.655,5116.7
850.443,5120.96
851.231,5121.82
852.019,5114.22
852.806,5109.16
853.594,5112.006667
854.382,5120.406667
855.168,5112.62
855.955,5096.546667
856.743,5111.42
857.53,5130.6
858.317,5145.66
859.105,5153.153333
859.89,5152.08
860.677,5159.08
861.464,5168.046667
862.251,5177.82
863.036,5183.786667
863.823,5183.286667
864.61,5175.253333
865.397,5162.88
866.181,5147.373333
866.968,5132.613333
867.754,5132.086667
868.541,5143.74
869.325,5169.053333
870.112,5192.853333
870.898,5217.146667
871.682,5238.66
872.468,5258.606667
873.254,5276.673333
874.038,5292.36
874.824,5305.346667
875.61,5314.78
876.394,5321.033333
877.179,5327.166667
877.965,5335.793333
878.749,5343.753333
879.534,5351.566667
880.32,5360.32
881.103,5369.166667
881.888,5375.346667
882.672,5377.313333
883.457,5375.346667
884.242,5368.713333
885.025,5355.92
885.81,5343.766667
886.593,5342.48
887.378,5343.226667
888.16,5346.146667
888.945,5358.9
889.728,5370.14
890.512,5374.113333
891.297,5370.2
892.079,5365.48
892.863,5361.34
893.646,5356.613333
894.43,5351.733333
895.212,5354.673333
895.994,5370.12
896.778,5384.686667
897.56,5399.346667
898.086,5405.433333
898.875,5400.84
899.663,5391.193333
900.453,5376.266667
901.24,5355.973333
902.03,5329.5
902.817,5297.893333
903.606,5277.14
904.393,5267.513333
905.182,5281.893333
905.97,5299.68
906.759,5327.353333
907.545,5355.78
908.334,5369.706667
909.121,5370.6
909.908,5359.413333
910.696,5351.52
911.483,5346.54
912.272,5342.173333
913.058,5339.926667
913.844,5340.053333
914.633,5342.866667
915.419,5348.473333
916.207,5357.42
916.993,5369.14
917.779,5385.913333
918.567,5405.786667
919.353,5428.3
920.139,5445.746667
920.927,5443.493333
921.712,5415.62
922.498,5396.533333
923.285,5381.113333
924.071,5371.54
924.856,5374.3
925.644,5383.506667
926.429,5398.4
927.214,5416.793333
927.999,5434.286667
928.786,5449.146667
929.571,5410.66
930.356,5410.526667
931.143,5430.4
931.928,5480.48
932.713,5518.32
933.497,5531.2
934.282,5524.16
935.068,5498.173333
935.853,5487.146667
936.637,5478.513333
937.421,5468.346667
938.208,5458.74
938.992,5449.866667
939.776,5442.213333
940.56,5436.106667
941.344,5431.273333
942.13,5427.56
942.914,5424.833333
943.697,5422.373333
944.481,5420.7
945.265,5419.2
946.048,5417.486667
946.834,5415.486667
947.617,5412.633333
948.401,5409.046667
949.184,5403.793333
949.967,5399.58
950.75,5399.893333
951.533,5408.82
952.316,5430.7
953.099,5461.266667
953.884,5501.6
954.667,5489.846667
955.45,5434.94
956.232,5420.98
957.015,5413.94
957.797,5420.266667
958.58,5425.246667
959.362,5430.9
960.144,5438.646667
960.927,5448.64
961.709,5460.493333
962.491,5475.706667
963.273,5490.606667
964.055,5504.853333
964.837,5512.593333
965.619,5517.28
966.401,5516.586667
967.182,5502.346667
967.964,5490.833333
968.745,5493.313333
969.527,5499.553333
970.308,5511.906667
971.09,5524.126667
971.871,5533.373333
972.652,5541.753333
973.433,5551.486667
974.215,5559.78
974.996,5566.226667
975.776,5567.493333
976.557,5564.84
977.338,5558.133333
978.117,5549.506667
978.898,5522.826667
979.678,5504.046667
980.459,5514.486667
981.239,5511.14
982.02,5502.786667
982.8,5494.593333
983.58,5486.953333
984.359,5482.22
985.139,5479.6
985.919,5478.26
986.699,5478.173333
987.479,5479.693333
988.259,5482.253333
989.038,5485.773333
989.816,5491.1
990.596,5498.686667
991.375,5508.38
992.155,5519.913333
992.934,5529.546667
993.712,5534.746667
994.491,5529.5
995.27,5525.473333
996.049,5519.946667
996.827,5513.066667
997.606,5504.973333
998.385,5496.64
999.164,5487.793333
999.94,5477.973333
1000.72,5466.98
1001.5,5453.5
1002.28,5439.18
1003.05,5433.953333
1003.83,5454.453333
1004.61,5472.753333
1005.39,5491.113333
1006.16,5506.993333
1006.94,5513.686667
1007.72,5515.106667
1008.5,5505.506667
1009.28,5492.76
1010.05,5477.74
1010.83,5466.566667
1011.61,5466.48
1012.38,5468.646667
1013.16,5474.646667
1013.94,5485.16
1014.71,5499.62
1015.49,5520.1
1016.27,5539.993333
1017.04,5555.753333
1017.82,5566.84
1018.6,5573.08
1019.37,5561.806667
1020.15,5549.706667
1020.93,5533.106667
1021.7,5512.8
1022.48,5494.813333
1023.25,5485.286667
1024.03,5517.72
1024.81,5538.373333
1025.58,5564.2
1026.36,5569.54
1027.13,5575.78
1027.91,5569.14
1028.68,5555.793333
1029.46,5557.686667
1030.23,5574.88
1031.01,5601.393333
1031.79,5636.18
1032.56,5708.366667
1033.34,5766.18
1034.11,5926.506667
1034.88,6125.372667
1035.66,6236.864667
1036.43,5868.6
1037.21,5608.046667
1037.98,5688.6
1038.76,5636.693333
1039.53,5598.726667
1040.31,5593.146667
1041.08,5617.933333
1041.85,5625.053333
1042.63,5621.853333
1043.4,5617.16
1044.18,5615.813333
1044.95,5612.493333
1045.72,5610.913333
1046.5,5613.08
1047.27,5615.78
1048.04,5618.766667
1048.82,5621.573333
1049.59,5624.166667
1050.36,5626.36
1051.14,5626.826667
1051.91,5628.66
1052.68,5631.233333
1053.45,5635.7
1054.23,5642.906667
1055,5653.08
1055.77,5666.586667
1056.54,5682.993333
1057.32,5701.9
1058.09,5724.126667
1058.86,5744.106667
1059.63,5743.046667
1060.41,5733.693333
1061.18,5716.813333
1061.95,5704.06
1062.72,5711.5
1063.5,5718.046667
1064.27,5730.153333
1065.04,5743.373333
1065.81,5756.666667
1066.58,5770.446667
1067.35,5783.56
1068.12,5793.426667
1068.89,5802.893333
1069.67,5826.373333
1070.44,5849.32
1071.21,5836.066667
1071.98,5806.66
1072.75,5769.84
1073.52,5742.286667
1074.29,5706.926667
1075.06,5698.913333
1075.83,5708.513333
1076.6,5746.42
1077.37,5772.433333
1078.14,5790.406667
1078.91,5797.5
1079.68,5778.52
1080.46,5761.213333
1081.23,5745.073333
1082,5731.706667
1082.77,5735.573333
1083.53,5739.8
1084.3,5748.64
1085.07,5752.22
1085.84,5756.973333
1086.61,5750.22
1087.38,5738.953333
1088.15,5730.386667
1088.92,5723.966667
1089.69,5720.88
1090.46,5720.033333
1091.23,5722.846667
1092,5727.14
1092.77,5734.32
1093.54,5743.633333
1094.3,5753.366667
1095.07,5761.62
1095.84,5763.273333
1096.61,5761.206667
1097.38,5751.626667
1098.14,5736.34
1098.91,5715.713333
1099.68,5695.486667
1100.45,5695.9
1101.22,5696.486667
